"region","sector","Year","co2.emiss","scenario"
"AL","cement","1975",0.398131,"crt2030_80p_l_202502_likeBEV2"
"AR","cement","1975",0.165106,"crt2030_80p_l_202502_likeBEV2"
"AZ","cement","1975",0.13985,"crt2030_80p_l_202502_likeBEV2"
"CA","cement","1975",1.2395,"crt2030_80p_l_202502_likeBEV2"
"CO","cement","1975",0.0582999,"crt2030_80p_l_202502_likeBEV2"
"FL","cement","1975",0.321596,"crt2030_80p_l_202502_likeBEV2"
"GA","cement","1975",0.103447,"crt2030_80p_l_202502_likeBEV2"
"HI","cement","1975",0.0272432,"crt2030_80p_l_202502_likeBEV2"
"IA","cement","1975",0.26863,"crt2030_80p_l_202502_likeBEV2"
"IL","cement","1975",0.311459,"crt2030_80p_l_202502_likeBEV2"
"IN","cement","1975",0.321216,"crt2030_80p_l_202502_likeBEV2"
"KS","cement","1975",0.213637,"crt2030_80p_l_202502_likeBEV2"
"KY","cement","1975",0.126908,"crt2030_80p_l_202502_likeBEV2"
"MD","cement","1975",0.232264,"crt2030_80p_l_202502_likeBEV2"
"ME","cement","1975",0.0559843,"crt2030_80p_l_202502_likeBEV2"
"MI","cement","1975",0.612528,"crt2030_80p_l_202502_likeBEV2"
"MO","cement","1975",0.563997,"crt2030_80p_l_202502_likeBEV2"
"MT","cement","1975",0.0690182,"crt2030_80p_l_202502_likeBEV2"
"NE","cement","1975",0.0185551,"crt2030_80p_l_202502_likeBEV2"
"NM","cement","1975",0.0356656,"crt2030_80p_l_202502_likeBEV2"
"NV","cement","1975",0.0580151,"crt2030_80p_l_202502_likeBEV2"
"NY","cement","1975",0.305146,"crt2030_80p_l_202502_likeBEV2"
"OH","cement","1975",0.169795,"crt2030_80p_l_202502_likeBEV2"
"OK","cement","1975",0.168781,"crt2030_80p_l_202502_likeBEV2"
"PA","cement","1975",0.718206,"crt2030_80p_l_202502_likeBEV2"
"SC","cement","1975",0.298788,"crt2030_80p_l_202502_likeBEV2"
"SD","cement","1975",0.0199013,"crt2030_80p_l_202502_likeBEV2"
"TN","cement","1975",0.161002,"crt2030_80p_l_202502_likeBEV2"
"TX","cement","1975",0.946288,"crt2030_80p_l_202502_likeBEV2"
"UT","cement","1975",0.143225,"crt2030_80p_l_202502_likeBEV2"
"VA","cement","1975",0.0851679,"crt2030_80p_l_202502_likeBEV2"
"WV","cement","1975",0.0841773,"crt2030_80p_l_202502_likeBEV2"
"WY","cement","1975",0.0318568,"crt2030_80p_l_202502_likeBEV2"
"USA","gas pipeline","1975",3.13957,"crt2030_80p_l_202502_likeBEV2"
"CA","N fertilizer","1975",0.275631,"crt2030_80p_l_202502_likeBEV2"
"FL","N fertilizer","1975",1.59092,"crt2030_80p_l_202502_likeBEV2"
"GA","N fertilizer","1975",0.256798,"crt2030_80p_l_202502_likeBEV2"
"IA","N fertilizer","1975",0.342255,"crt2030_80p_l_202502_likeBEV2"
"LA","N fertilizer","1975",1.71844,"crt2030_80p_l_202502_likeBEV2"
"MO","N fertilizer","1975",0.741614,"crt2030_80p_l_202502_likeBEV2"
"NC","N fertilizer","1975",0.277035,"crt2030_80p_l_202502_likeBEV2"
"OH","N fertilizer","1975",0.342663,"crt2030_80p_l_202502_likeBEV2"
"TX","N fertilizer","1975",0.317776,"crt2030_80p_l_202502_likeBEV2"
"AK","other industrial energy use","1975",0.840883,"crt2030_80p_l_202502_likeBEV2"
"AL","other industrial energy use","1975",8.06729860181692,"crt2030_80p_l_202502_likeBEV2"
"AR","other industrial energy use","1975",2.31005360592561,"crt2030_80p_l_202502_likeBEV2"
"AZ","other industrial energy use","1975",0.987046113754401,"crt2030_80p_l_202502_likeBEV2"
"CA","other industrial energy use","1975",11.4529779949902,"crt2030_80p_l_202502_likeBEV2"
"CO","other industrial energy use","1975",2.28680265761733,"crt2030_80p_l_202502_likeBEV2"
"CT","other industrial energy use","1975",1.0563351,"crt2030_80p_l_202502_likeBEV2"
"DC","other industrial energy use","1975",0.21991823,"crt2030_80p_l_202502_likeBEV2"
